table_id,content_category,raw_item,canonical_item,count
1-18,드라마,한국적 요소가 강해세한국 문화전통스토리 등 움,한국적 요소가 강해세한국 문화전통스토리 등,2
1-18,드라마,주 어려운 환경이어서,접하기 어려운 환경이어서,2
1-18,드라마,출 한국적 요소가 강해세한국 문화전통스토리 등),한국적 요소가 강해세한국 문화전통스토리 등,2
1-18,드라마,다양한 문에 대한 고로마 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,드라마,순위 접하기 어려운 환경이어서,접하기 어려운 환경이어서,2
1-18,드라마,f 없음,류 없음,2
1-18,드라마,숲 접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,2
1-18,드라마,다양한 문에 대한 고로마가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,2
1-18,드라마,출 소재 스토리 국가 간 역사-외교적 관계로 인해서 장르 등이 진부획일적이어서,소재 스토리 장르 등이 진부획일적이어서,2
1-18,드라마,과도한  광고 노출이 많아서,과도한 광고 노출이 많아서,2
1-18,드라마,숲 드라마을 보는데 비용이 많이 들어서,드라마을 보는데 비용이 많이 들어서,2
1-18,드라마,복 한육 드라마 배우-관계자의 부적절한 언행,한국 드라마 배우 관계자의 부적절한 언행,2
1-18,드라마,출 과도한 광고 노출이 많아서 드라마틀 보는데 비용이 많이 들어서,드라마을 보는데 비용이 많이 들어서,2
1-18,드라마,소재 스토리 장르 등이 진부 획일적이어서,소재 스토리 장르 등이 진부획일적이어서,2
1-18,드라마,(중복) 국가 간 역사-외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,2
1-18,드라마,복 국가 판 역사-외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,2
1-18,드라마,흙 드라마을 보는데 비용이 많이 들어서,드라마을 보는데 비용이 많이 들어서,2
1-18,드라마,위 한 회당 방영 시간이 길어서,한 회당 방영 시간이 길어서,2
1-18,드라마,소재  스토리 장르 등이 진부 획일적이어서,소재 스토리 장르 등이 진부획일적이어서,2
1-18,드라마,복 소재 스토리 장르 등이 진부 획일적이어서,소재 스토리 장르 등이 진부획일적이어서,2
1-18,드라마,표 없음,류 없음,2
1-18,드라마,디양한 문화에 대한 고로마 부족해세인종 성소수자 종교 히,다양한 문최에 대한 고마 부족해세인종 성소수자 종교 히,1
1-18,드라마,다양한 문회에 대한 고가 부족해세인종 성소수자 종교 히,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,다양한 문최에 대한 고마 부족해세인종 성소수자 종교 히,1
1-18,드라마,디양한 문회에 대한 고려가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,운 다양한 문에 대한 고로마 부족해세인종 성소수자 종교 히,다양한 문최에 대한 고마 부족해세인종 성소수자 종교 히,1
1-18,드라마,짓히기 어려운 환경이어서,접하기 어려운 환경이어서,1
1-18,드라마,(지청 '경로 부족 인터넷 속되망 문제  정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,드라마,소 한국적 요소가 강해세한국 문회전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,1
1-18,드라마,흙 드라마름 보는데 비용이 많이 들어서 한국적 요소가 강해세한국 문화전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,1
1-18,드라마,다양한 문에 대한 고로마가 부족해세인종 성소수자 종교,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제  정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,드라마,다양한 문에 대한 고사마가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,수 접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,드라마,숲 과도한 광고 노출이 많아서,과도한 광고 노출이 많아서,1
1-18,드라마,접하기 어려운 환경이어서 (지청 '경로 부족 인터넷 속되망 문제  정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,드라마,숲 과도한 광고 노술이 많아서,과도한 광고 노출이 많아서,1
1-18,드라마,출 과도한 광고 노출이 많아서 드라마을 보는데 비용이 많이 들어서,드라마을 보는데 비용이 많이 들어서,1
1-18,드라마,디양한 문화에 대한 고로마가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,정 어려운 환경이어서,접하기 어려운 환경이어서,1
1-18,드라마,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,위 국가 간 역사-외교적 관계로 인해서,국가 간 역사 외교적 관계로 인해서,1
1-18,드라마,출 국가 간 역사-외교적 관계로 인해서 소재 스토리 장르 등이 진부획일적이어서,소재 스토리 장르 등이 진부획일적이어서,1
1-18,드라마,위 과도한 광고 노출이 많아서,과도한 광고 노출이 많아서,1
1-18,드라마,접하기 어려운 환경이어서 (시청 '경로 부족 인터넷 속되망 문제 정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,드라마,한국적 요소가 강해세한국 문회전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,1
1-18,드라마,순위 드라마틀 보는데 비용이 많이 들어서,드라마을 보는데 비용이 많이 들어서,1
1-18,드라마,슈 접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제  정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,드라마,디양한 문화에 대한 고로마 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,다양한 문에 대한 고로가 부족해세인종 성소수자 종교 텅,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,다양한 문에 대한 고려마 부족해세인종 성소수자 종교 텅,다양한 문최에 대한 고마 부족해세인종 성소수자 종교 히,1
1-18,드라마,다양한 문회에 대한 고가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교 등,1
1-18,드라마,(시청 경로 부족 인터넷 속되망 문제   정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,뷰티,특정 성>인삼  한방 성분이 기호에 맞지 않아서,특정 성훨인삼  한방 성분이 기호에 맞지 않아서,19
1-18,뷰티,제품 포장이 과해세비닐플라스틱 과다 사용 등,제품 포장이 과해세비닐플라스틱 과다 사용 등),18
1-18,뷰티,제품의 홍보가 지나치게 과장된 것 같아서,제품의 홍보가 지나치게 과장원 것 같아서,17
1-18,뷰티,류 없음,봄 없음,16
1-18,뷰티,한국에서 제조한  제품이 아니어서,한국에서 제조한 제품이 아니어서,14
1-18,뷰티,국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,12
1-18,뷰티,다양한 문화에 대한 고려가 부족해서,(피부튼  성적 정체성  관습 문제 등) 다양한 문화에 대한 고려가 부족해서,10
1-18,뷰티,제품에 정보 표기가 자세하지 않아세성분 생산 방식 등,제품에 정보 표기가 자세하지 않아세성분  생산 방식 등,10
1-18,뷰티,없음,봄 없음,8
1-18,뷰티,뿐 없음,봄 없음,6
1-18,뷰티,나의 가치와 맞지 않아세활활  동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,6
1-18,뷰티,제품 용기 포장의 디자인이 별로여서,제품 용기포장의 디자인이 별로여서,6
1-18,뷰티,나의 가치와 맞지 않아세활활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,4
1-18,뷰티,복 제품의 종류가 다양하지 않아서,제품의 종류가 다양하지 않아서,4
1-18,뷰티,판매되는  가격이 비싸서,판매되는 가격이 비싸서,4
1-18,뷰티,(중복) 한국에서 제조한 제품이 아니어서,한국에서 제조한 제품이 아니어서,4
1-18,뷰티,순 나의 가치와 맞지 않아세활활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,4
1-18,뷰티,춤 특정 성>인삼  한방 성분이 기호에 맞지 않아서,특정 성훨인삼  한방 성분이 기호에 맞지 않아서,2
1-18,뷰티,복 한국에서 제조한 제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,복 브랜드 이미지가 줄지 않아서,브랜드 이미지가 쫓지 않아서,2
1-18,뷰티,숲 브랜드 이미지가 쫓지 않아서,브랜드 이미지가 쫓지 않아서,2
1-18,뷰티,복 제품의 종류가 다양하지 않아서 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,흙 나의 가치와 맞지 않아세활활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,수 제품의 종류가 다양하지 않아서,제품의 종류가 다양하지 않아서,2
1-18,뷰티,둘 한국에서 제조한 제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,순 제품 용개포장의 디자인이 별로여서,제품 용기포장의 디자인이 별로여서,2
1-18,뷰티,위 나의 가치와 맞지 않아세할활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,슈 특정 성훨인삼  한방 성분이 기호에 맞지 않아서,특정 성훨인삼  한방 성분이 기호에 맞지 않아서,2
1-18,뷰티,중 나의 가치와 맞지 않아세할활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,복 제품의 종류가 다양하지 않아서 병,제품의 종류가 다양하지 않아서,2
1-18,뷰티,(피부튼 성적 정체성  관습 문제 등 다양한 문화에 대한 고려가 부족해서,(피부튼  성적 정체성  관습 문제 등) 다양한 문화에 대한 고려가 부족해서,2
1-18,뷰티,흙 한국에서 제조한 제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,복 제품 용개포장의 디자인이 별로여서,제품 용기포장의 디자인이 별로여서,2
1-18,뷰티,순위 제품 포장이 과해세비닐플라스틱 과다 사용 등,제품 포장이 과해세비닐플라스틱 과다 사용 등),2
1-18,뷰티,붐 없음,봄 없음,2
1-18,뷰티,순 품질이 떨어저서,품질이 떨어저서,2
1-18,뷰티,위 나의 가치와 맞지 않아세활활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,복 제품 용기 포장의 디자인이 별로여서,제품 용기포장의 디자인이 별로여서,2
1-18,뷰티,흙 품질이 떨어저서 제품의 종류가 다양하지 않아서,제품의 종류가 다양하지 않아서,2
1-18,뷰티,복 나의 가치와 맞지 않아세활활  동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,제품 포장이 과해세비닐플라스틱 과다 사용 등) 제품에 정보 표기가 자세하지 않아세성분 생산 방식 등,제품에 정보 표기가 자세하지 않아세성분  생산 방식 등,2
1-18,뷰티,(피부튼 성적 정체성  관습 문제 등,다양한 문화에 대한 고려가 부족해서 (피부튼  성적 정체성  관습 문제 등,2
1-18,뷰티,위 특정 성훨인삼  한방 성분이 기호에 맞지 않아서 #,특정 성훨인삼  한방 성분이 기호에 맞지 않아서,2
1-18,뷰티,브랜드 이미지가 쫓지 않아서 한국에서 제조한 제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,복 제품 용기포장의 디자인이 별로여서,제품 용기포장의 디자인이 별로여서,2
1-18,뷰티,국가 간 역사 -외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,흙 품질이 떨어저서,품질이 떨어저서,2
1-18,뷰티,순위 제품의 종류가 다양하지 않아서,제품의 종류가 다양하지 않아서,2
1-18,뷰티,둘 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,나의 가치와 맞지 않아세할활  동물 실험,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,순 한국에서 제조한 제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,위 제품의 종류가 다양하지 않아서,제품의 종류가 다양하지 않아서,2
1-18,뷰티,둘 국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,위 국가 간 역사-외교적 관계로 인해서 흙,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,품질이 떨어저서 제품 용기포장의 디자인이 별로여서,제품 용기포장의 디자인이 별로여서,2
1-18,뷰티,슈 국장반물역사 외교 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,복 품질이 떨어저서 제품의 종류가 다양하지 않아서,제품의 종류가 다양하지 않아서,2
1-18,뷰티,브랜드 이미지가 쫓지 않아서 품,브랜드 이미지가 쫓지 않아서,2
1-18,뷰티,판매되논 가격이 비싸서,판매되는 가격이 비싸서,2
1-18,뷰티,흙 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,순 나의 가치와 맞지 않아세할활  동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,숲 나의 가치와 맞지 않아세할활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,복 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,뷰티,제품 포장이 과해세비닐플라스틱 과다 사용 등 #,제품 포장이 과해세비닐플라스틱 과다 사용 등),2
1-18,뷰티,복 한국에서 제조한_제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,한국에서 제조한   제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,복 나의 가치와 맞지 않아세활활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,2
1-18,뷰티,둘 한국에서 제조한  제품이 아니어서,한국에서 제조한 제품이 아니어서,2
1-18,뷰티,흙 (피부론 ' 성적 정체성   관습 문제 등) 다양한 문화에 대한 고려가 부족해서,(피부튼  성적 정체성  관습 문제 등) 다양한 문화에 대한 고려가 부족해서,1
1-18,뷰티,다양한 문화에 대한 고려가 부족해서 (피부톤   성적 정체성   관습 문제 등),다양한 문화에 대한 고려가 부족해서 (피부튼  성적 정체성  관습 문제 등,1
1-18,뷰티,(피부튼 성적 정체성 관습 문제 등,다양한 문화에 대한 고려가 부족해서 (피부튼  성적 정체성  관습 문제 등,1
1-18,뷰티,운 품질이 떨어저서,품질이 떨어저서,1
1-18,뷰티,(피부튼 성적 정체성 관습 문제 등 다양한 문화에 대한 펴려가 부족해서,(피부튼  성적 정체성  관습 문제 등) 다양한 문화에 대한 고려가 부족해서,1
1-18,뷰티,제품 용개포장의 디자인이 별로여서,제품 용기포장의 디자인이 별로여서,1
1-18,뷰티,(피부튼  성적 정체성  관습 문제 등,다양한 문화에 대한 고려가 부족해서 (피부튼  성적 정체성  관습 문제 등,1
1-18,뷰티,제품 포장이 과해세비닐플라스틱 과다 사용,제품 포장이 과해세비닐플라스틱 과다 사용 등),1
1-18,뷰티,출,Q,1
1-18,뷰티,"특정 성훨인삼  한방 성G이 기호에 맞지 않아서 """,특정 성훨인삼  한방 성분이 기호에 맞지 않아서,1
1-18,뷰티,잎,Q,1
1-18,뷰티,디양한 문화에 대한 고려가 부족해서,(피부튼  성적 정체성  관습 문제 등) 다양한 문화에 대한 고려가 부족해서,1
1-18,뷰티,중 한국에서 제조한 제품이 아니어서,한국에서 제조한 제품이 아니어서,1
1-18,뷰티,나의 가치와 맞지 않아세할활 동물 실험 등,나의 가치와 맞지 않아세할활  동물 실험 등,1
1-18,뷰티,(피부론'성적 정체성 관습 문제 등),흙 (피부톤 다양한 문화에 대한 고려가 부족해서 성적 정체성  관습 문제 등),1
1-18,뷰티,성G인삼 한방 성분이 기호에 맞지 않아서,특정 성훨인삼  한방 성분이 기호에 맞지 않아서,1
1-18,뷰티,둘 품질 대비 가격이 비싸서,품질 대비 가격이 비싸서,1
1-18,뷰티,(피부튼 성적 정체성  관습 문제 등),흙 (피부톤 다양한 문화에 대한 고려가 부족해서 성적 정체성  관습 문제 등),1
1-18,뷰티,둘 (피부튼 성적 정체성  관습 문제 등,다양한 문화에 대한 고려가 부족해서 (피부튼  성적 정체성  관습 문제 등,1
1-18,뷰티,흙 (피부튼 성적 정체성 관습 문제 등,다양한 문화에 대한 고려가 부족해서 (피부튼  성적 정체성  관습 문제 등,1
1-18,뷰티,다양한 문화에 대한 (피부튼  성적 정체성 편장 문제 등) 부족해서,흙 다양한 문화에 대한 (피부 성적 정체성 편습 문제 등) 부족해서,1
1-18,애니메이션,국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,21
1-18,애니메이션,번역 자막 더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,18
1-18,애니메이션,없음,# 없음,12
1-18,애니메이션,한국적 요소가 강해세한국 문화전통스토리 등),한국적 요소가 강해세한국 문화전통스토리 등,10
1-18,애니메이션,디양한 문화에 대한 고로가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,8
1-18,애니메이션,복 교육적이지 않아서,교육적이지 않아서,6
1-18,애니메이션,스토리 소재 장르 등이 진부 획일적이어서,스토리 소재 장르 등이 진부획일적이어서,6
1-18,애니메이션,스토리 소재  장르 등이 진부획일적이어서,스토리 소재 장르 등이 진부획일적이어서,6
1-18,애니메이션,다양한 문회에 대한 고려가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,5
1-18,애니메이션,대부분 유아용의로 제작되며 성인 대상 권렌j 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,5
1-18,애니메이션,흙 다양한 문에 대한 고로가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,4
1-18,애니메이션,스토리 소재  장르 등이 진부 획일적이어서,스토리 소재 장르 등이 진부획일적이어서,4
1-18,애니메이션,대부분 유아용의로 제작되며 성인 대상 뉘렌j가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,4
1-18,애니메이션,흙 한국적 요소가 강해세한국 문화전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,4
1-18,애니메이션,한국적 요소가 강해세한국 문회전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,4
1-18,애니메이션,수 스토리 소재 장르 등이 진부획일적이어서,스토리 소재 장르 등이 진부획일적이어서,3
1-18,애니메이션,주 어려운 환경이어서,접하기 어려운 환경이어서,3
1-18,애니메이션,번역 자막더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,3
1-18,애니메이션,번역 자막I더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,2
1-18,애니메이션,수 번역 자막더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,2
1-18,애니메이션,흙 스토리 한국적 요소가 강해세한국 문화전통스토리 등) 소재 장르 등이 진부획일적이어서,스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,(복 교육적이지 않아서,교육적이지 않아서,2
1-18,애니메이션,위 번역 자막I더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,2
1-18,애니메이션,수 교육적이지 않아서,교육적이지 않아서,2
1-18,애니메이션,대부분 유아용으로 제작되다 성인 대상 훔렌j가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,2
1-18,애니메이션,순 지나치게 상업적이어서,지나치게 상업적이어서,2
1-18,애니메이션,다양한 문에 대한 고까마가 부족해세인종 성소수자 종교 히,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,2
1-18,애니메이션,복 국가 신 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,애니메이션,숲 한국적 요소가 강해세한국 문화전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,2
1-18,애니메이션,대부분 유아용으로 제작되다 성인 대상 권렌초가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,2
1-18,애니메이션,순위 지나치게 상업적이어서,지나치게 상업적이어서,2
1-18,애니메이션,(중복) 한국적 요소가 강해세한국 문화전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,2
1-18,애니메이션,복 국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,애니메이션,흙 캐릭터가 마음에 들지 않아서,캐릭터가 마음에 들지 않아서,2
1-18,애니메이션,"대부분 유아용의로 제작되며 성인 대상 ,렌초가 부족해서",대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,2
1-18,애니메이션,수 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,애니메이션,슈 스토리 소재  장르 등이 진부획일적이어서,스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,슈 한국적 요소가 강해세한국 문화전통스토리 등,한국적 요소가 강해세한국 문화전통스토리 등,2
1-18,애니메이션,흙 스토리 소재 장르 등이 진부획일적이어서,스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,슈 대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,2
1-18,애니메이션,"(중복) 스토리, 소재 장르 등이 진부 획일적이어서",스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,"스토리, 소재  장르 등이 진부 획일적이어서",스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,숲 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,애니메이션,대부분 유아용으로 제작되며 성인 대상 권렌의가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,2
1-18,애니메이션,복 국가 간 역사-외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,2
1-18,애니메이션,출 스토리 소재 장르 등이 진부획일적이어서,스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,복 캐릭터가 마음예 들지 않아서,캐릭터가 마음에 들지 않아서,2
1-18,애니메이션,복 교육적이지 '않아서,교육적이지 않아서,2
1-18,애니메이션,흙 다양한 문회에 대한 고로가 부족해세인종 성소수자 종교,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,2
1-18,애니메이션,대부분 유아용으로 제작되며  성인 대상 권렌초가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,2
1-18,애니메이션,스토리   소재  장르 등이 진부 획일적이어서,스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 히,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,2
1-18,애니메이션,순위 교육적이지 않아서,교육적이지 않아서,2
1-18,애니메이션,(중복) 스토리 소재 장르 등이 진부획일적이어서,스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,수 지나치게 상업적이어서 표,지나치게 상업적이어서,2
1-18,애니메이션,복 캐릭터가 마음에 들지 않아서,캐릭터가 마음에 들지 않아서,2
1-18,애니메이션,숲 지나치게 상업적이어서,지나치게 상업적이어서,2
1-18,애니메이션,복 캐릭터가_마음에 들지 않아서,캐릭터가 마음에 들지 않아서,2
1-18,애니메이션,"; 스토리, 소재 장르 등이 진부 획일적이어서",스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,"흙 스토리, 소재 장르 등이 진부 획일적이어서",스토리 소재 장르 등이 진부획일적이어서,2
1-18,애니메이션,순 번역 자막-더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,2
1-18,애니메이션,접하기 어려운 환경이어서 (지청 '경로 부족 인터넷 속되망 문제  정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,애니메이션,대부분 유아용의로 제작되면 성인 대상 권렌까가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,1
1-18,애니메이션,복 캐릭터가 마음예 틀지 않아서,복 캐릭터가 사음예 들지 않아서,1
1-18,애니메이션,다양한 문회에 대한 고로가 부족해세인종 성소수자 종교,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,1
1-18,애니메이션,유 한국어가 어렵고 생소해서,한국어가 어렵고 생소해서,1
1-18,애니메이션,중 다양한 문회에 대한 교가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,1
1-18,애니메이션,(시청 경로 부족 인터넷 속되망 문제   정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,애니메이션,다양한 문회에 대한 고가 부족해세인종 성소수자 종교 히,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,1
1-18,애니메이션,대부분 유아용으 제작되며 성인 대상 권렌초가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,1
1-18,애니메이션,주 어려운 환경이어서 경로 부족 인터넷 속되망 문제  정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,애니메이션,복 국가 간 역사-외교적 관계로- 인해서,국가 간 역사-외교적 관계로 인해서,1
1-18,애니메이션,다양한 문에 대한 고까과가 부족해세인종 성소수자 종교 히,다양한 문에 대한 고까 부족해세인종 성소수자 종교 히,1
1-18,애니메이션,디양한 문회에 대한 펴려가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,1
1-18,애니메이션,대부분 유아용의로 제작되며 성인 대상 권렌초가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,1
1-18,애니메이션,"대부분 유이용의로 제작되며 성인 대상 ,렌j 부족해서",대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,1
1-18,애니메이션,흙 다양한 문회에 대한 고려가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,1
1-18,애니메이션,수 지나치게 상업적이어서,지나치게 상업적이어서,1
1-18,애니메이션,접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,애니메이션,흙 한국적 요소가 강해세한국 문화전통스토리 등),한국적 요소가 강해세한국 문화전통스토리 등,1
1-18,애니메이션,숲 국가 간 역사-외교적 관계로 인해서 푹,국가 간 역사-외교적 관계로 인해서,1
1-18,애니메이션,증,Q,1
1-18,애니메이션,(시청 경로 '부족 인터넷 속되망 문제  정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,애니메이션,디양한 문회에 대한 펴마가 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,1
1-18,애니메이션,어려운 환경이어서,접하기 어려운 환경이어서,1
1-18,애니메이션,대부분 유아용의로 제작되다 성인 대상 권렌초가 부족해서,대부분 유아용의로 제작되며 성인 대상 권렌j가 부족해서,1
1-18,애니메이션,다양한 문에 대한 고로마 부족해세인종 성소수자 종교 등,다양한 문회에 대한 고마가 부족해세인종 성소수자 종교 등,1
1-18,애니메이션,흙 다양한 문에 대한 고로마 부족해세인종 성소수자 종교 히,다양한 문에 대한 고까 부족해세인종 성소수자 종교 히,1
1-18,애니메이션,숲 접하기 어려운 환경이어서 (시청 경로 부족 인터넷 속되망 문제   정보 부족 등,(시청 경로 부족 인터넷 속되망 문제  정보 부족 등,1
1-18,영화,국가 간 역사 외교적 관계로 인해서,국가 간 역사-외교적 관계로 인해서,26
1-18,영화,번역 자막 더방으로 보기 불편해서,번역 자막-더방으로 보기 불편해서,18
